uuid,date,title,vote
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","NEIN"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,28.11.2014,"Bundeshaushaltsplan 2015","nicht beteiligt"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,13.11.2014,"BAföG-Reform","NEIN"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","enthalten"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","nicht beteiligt"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,03.07.2014,"Abschaffung der sachgrundlosen Befristung","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","NEIN"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","enthalten"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","NEIN"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,27.06.2014,"Novelle des EEG","NEIN"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,23.05.2014,"Rentenpaket","NEIN"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","NEIN"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","enthalten"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","NEIN"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,03.04.2014,"Minderheitenrechte im Bundestag","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,21.02.2014,"Diätenerhöhung","NEIN"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,30.01.2014,"Anbau von Genmais in der EU verhindern","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","NEIN"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","nicht beteiligt"
59f870da-73a7-4b8e-bb2f-5ff4160bf5f4,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","nicht beteiligt"
uuid,date,title,vote
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,22.05.2015,"Tarifeinheitsgesetz","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,27.03.2015,"PKW-Maut","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,26.03.2015,"Kooperative Holzvermarktung","NEIN"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,27.02.2015,"Finanzhilfen für Griechenland","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,18.12.2014,"Bundesdatenschutzgesetz","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,28.11.2014,"Bundeshaushaltsplan 2015","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,13.11.2014,"BAföG-Reform","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,27.06.2014,"Novelle des EEG","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,23.05.2014,"Rentenpaket","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","nicht beteiligt"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,03.04.2014,"Minderheitenrechte im Bundestag","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,21.02.2014,"Diätenerhöhung","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,30.01.2014,"Anbau von Genmais in der EU verhindern","enthalten"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
5a80e7ad-ced5-44d4-8d00-328ad8ddc18f,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,22.05.2015,"Tarifeinheitsgesetz","NEIN"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,27.03.2015,"PKW-Maut","NEIN"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,26.03.2015,"Kooperative Holzvermarktung","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,27.02.2015,"Finanzhilfen für Griechenland","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","NEIN"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,19.12.2014,"Bundeswehreinsatz in Afghanistan","NEIN"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,18.12.2014,"Bundesdatenschutzgesetz","NEIN"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","NEIN"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,28.11.2014,"Bundeshaushaltsplan 2015","NEIN"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,13.11.2014,"BAföG-Reform","NEIN"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","nicht beteiligt"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,03.07.2014,"Abschaffung der sachgrundlosen Befristung","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","NEIN"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","enthalten"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","NEIN"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,27.06.2014,"Novelle des EEG","NEIN"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,23.05.2014,"Rentenpaket","nicht beteiligt"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","nicht beteiligt"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","nicht beteiligt"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","enthalten"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","nicht beteiligt"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","nicht beteiligt"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","NEIN"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,03.04.2014,"Minderheitenrechte im Bundestag","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,21.02.2014,"Diätenerhöhung","NEIN"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","enthalten"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,30.01.2014,"Anbau von Genmais in der EU verhindern","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","NEIN"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
5ab6d48b-cc7f-4f25-8a04-9ff6ca2d7960,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
uuid,date,title,vote
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,22.05.2015,"Tarifeinheitsgesetz","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,27.03.2015,"PKW-Maut","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,26.03.2015,"Kooperative Holzvermarktung","NEIN"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,27.02.2015,"Finanzhilfen für Griechenland","nicht beteiligt"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","nicht beteiligt"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,18.12.2014,"Bundesdatenschutzgesetz","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,28.11.2014,"Bundeshaushaltsplan 2015","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,13.11.2014,"BAföG-Reform","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,27.06.2014,"Novelle des EEG","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,23.05.2014,"Rentenpaket","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,03.04.2014,"Minderheitenrechte im Bundestag","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,21.02.2014,"Diätenerhöhung","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,30.01.2014,"Anbau von Genmais in der EU verhindern","NEIN"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
5bab32cb-d4a7-448c-9de4-3d7536f22d5c,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
5c97736e-819a-4bfe-85d4-f55b80c9937b,22.05.2015,"Tarifeinheitsgesetz","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
5c97736e-819a-4bfe-85d4-f55b80c9937b,27.03.2015,"PKW-Maut","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,26.03.2015,"Kooperative Holzvermarktung","NEIN"
5c97736e-819a-4bfe-85d4-f55b80c9937b,27.02.2015,"Finanzhilfen für Griechenland","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,18.12.2014,"Bundesdatenschutzgesetz","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,28.11.2014,"Bundeshaushaltsplan 2015","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,13.11.2014,"BAföG-Reform","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
5c97736e-819a-4bfe-85d4-f55b80c9937b,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
5c97736e-819a-4bfe-85d4-f55b80c9937b,03.07.2014,"Abschaffung der sachgrundlosen Befristung","nicht beteiligt"
5c97736e-819a-4bfe-85d4-f55b80c9937b,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
5c97736e-819a-4bfe-85d4-f55b80c9937b,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
