uuid,date,title,vote
ca22f080-ec9f-4d59-b4d8-cdc729683fed,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,27.06.2014,"Novelle des EEG","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,23.05.2014,"Rentenpaket","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,03.04.2014,"Minderheitenrechte im Bundestag","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,21.02.2014,"Diätenerhöhung","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,30.01.2014,"Anbau von Genmais in der EU verhindern","NEIN"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
ca22f080-ec9f-4d59-b4d8-cdc729683fed,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,22.05.2015,"Tarifeinheitsgesetz","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,27.03.2015,"PKW-Maut","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,26.03.2015,"Kooperative Holzvermarktung","NEIN"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,27.02.2015,"Finanzhilfen für Griechenland","NEIN"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,18.12.2014,"Bundesdatenschutzgesetz","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,28.11.2014,"Bundeshaushaltsplan 2015","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,13.11.2014,"BAföG-Reform","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,27.06.2014,"Novelle des EEG","NEIN"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,23.05.2014,"Rentenpaket","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,03.04.2014,"Minderheitenrechte im Bundestag","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,21.02.2014,"Diätenerhöhung","nicht beteiligt"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,30.01.2014,"Anbau von Genmais in der EU verhindern","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
ca70eaf8-f3e2-4ead-aaff-c9d12a5ce07d,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","nicht beteiligt"
uuid,date,title,vote
caf0b4e5-1a04-42ab-9bec-ce297173d192,22.05.2015,"Tarifeinheitsgesetz","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
caf0b4e5-1a04-42ab-9bec-ce297173d192,27.03.2015,"PKW-Maut","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,26.03.2015,"Kooperative Holzvermarktung","NEIN"
caf0b4e5-1a04-42ab-9bec-ce297173d192,27.02.2015,"Finanzhilfen für Griechenland","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,18.12.2014,"Bundesdatenschutzgesetz","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,28.11.2014,"Bundeshaushaltsplan 2015","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,13.11.2014,"BAföG-Reform","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
caf0b4e5-1a04-42ab-9bec-ce297173d192,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
caf0b4e5-1a04-42ab-9bec-ce297173d192,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
caf0b4e5-1a04-42ab-9bec-ce297173d192,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
caf0b4e5-1a04-42ab-9bec-ce297173d192,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,27.06.2014,"Novelle des EEG","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,23.05.2014,"Rentenpaket","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
caf0b4e5-1a04-42ab-9bec-ce297173d192,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
caf0b4e5-1a04-42ab-9bec-ce297173d192,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
caf0b4e5-1a04-42ab-9bec-ce297173d192,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,03.04.2014,"Minderheitenrechte im Bundestag","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","nicht beteiligt"
caf0b4e5-1a04-42ab-9bec-ce297173d192,21.02.2014,"Diätenerhöhung","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,30.01.2014,"Anbau von Genmais in der EU verhindern","NEIN"
caf0b4e5-1a04-42ab-9bec-ce297173d192,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
caf0b4e5-1a04-42ab-9bec-ce297173d192,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
cb30f48c-d7f4-4f18-a081-94da2368a047,22.05.2015,"Tarifeinheitsgesetz","nicht beteiligt"
cb30f48c-d7f4-4f18-a081-94da2368a047,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","nicht beteiligt"
cb30f48c-d7f4-4f18-a081-94da2368a047,27.03.2015,"PKW-Maut","nicht beteiligt"
cb30f48c-d7f4-4f18-a081-94da2368a047,26.03.2015,"Kooperative Holzvermarktung","nicht beteiligt"
cb30f48c-d7f4-4f18-a081-94da2368a047,27.02.2015,"Finanzhilfen für Griechenland","nicht beteiligt"
cb30f48c-d7f4-4f18-a081-94da2368a047,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","nicht beteiligt"
cb30f48c-d7f4-4f18-a081-94da2368a047,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,18.12.2014,"Bundesdatenschutzgesetz","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,28.11.2014,"Bundeshaushaltsplan 2015","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,13.11.2014,"BAföG-Reform","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
cb30f48c-d7f4-4f18-a081-94da2368a047,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
cb30f48c-d7f4-4f18-a081-94da2368a047,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
cb30f48c-d7f4-4f18-a081-94da2368a047,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
cb30f48c-d7f4-4f18-a081-94da2368a047,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,27.06.2014,"Novelle des EEG","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,23.05.2014,"Rentenpaket","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
cb30f48c-d7f4-4f18-a081-94da2368a047,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
cb30f48c-d7f4-4f18-a081-94da2368a047,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
cb30f48c-d7f4-4f18-a081-94da2368a047,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,03.04.2014,"Minderheitenrechte im Bundestag","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","nicht beteiligt"
cb30f48c-d7f4-4f18-a081-94da2368a047,21.02.2014,"Diätenerhöhung","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,30.01.2014,"Anbau von Genmais in der EU verhindern","NEIN"
cb30f48c-d7f4-4f18-a081-94da2368a047,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
cb30f48c-d7f4-4f18-a081-94da2368a047,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
cb6eed64-3aaf-4edb-b339-445aaacf738f,22.05.2015,"Tarifeinheitsgesetz","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
cb6eed64-3aaf-4edb-b339-445aaacf738f,27.03.2015,"PKW-Maut","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,26.03.2015,"Kooperative Holzvermarktung","NEIN"
cb6eed64-3aaf-4edb-b339-445aaacf738f,27.02.2015,"Finanzhilfen für Griechenland","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","nicht beteiligt"
cb6eed64-3aaf-4edb-b339-445aaacf738f,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","nicht beteiligt"
cb6eed64-3aaf-4edb-b339-445aaacf738f,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,18.12.2014,"Bundesdatenschutzgesetz","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,28.11.2014,"Bundeshaushaltsplan 2015","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,13.11.2014,"BAföG-Reform","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
cb6eed64-3aaf-4edb-b339-445aaacf738f,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
cb6eed64-3aaf-4edb-b339-445aaacf738f,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
cb6eed64-3aaf-4edb-b339-445aaacf738f,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","nicht beteiligt"
cb6eed64-3aaf-4edb-b339-445aaacf738f,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","nicht beteiligt"
cb6eed64-3aaf-4edb-b339-445aaacf738f,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,27.06.2014,"Novelle des EEG","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","nicht beteiligt"
cb6eed64-3aaf-4edb-b339-445aaacf738f,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","nicht beteiligt"
cb6eed64-3aaf-4edb-b339-445aaacf738f,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,23.05.2014,"Rentenpaket","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
cb6eed64-3aaf-4edb-b339-445aaacf738f,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
cb6eed64-3aaf-4edb-b339-445aaacf738f,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
cb6eed64-3aaf-4edb-b339-445aaacf738f,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","nicht beteiligt"
cb6eed64-3aaf-4edb-b339-445aaacf738f,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,03.04.2014,"Minderheitenrechte im Bundestag","JA"
cb6eed64-3aaf-4edb-b339-445aaacf738f,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
